PH_ID	IRGSP_best_BLAST_hit	description
PH01001120G0310	Os06t0716100-01	chaperone protein dnaJ, putative, expressed
PH01001120G0370	Os06t0301000-01	zinc finger, C3HC4 type domain containing protein, expressed
PH01001120G0450	Os06t0301100-01	expressed_protein
PH01001120G0590	Os06t0281800-01	BURP domain containing protein, expressed
PH01001120G0600	Os06t0281800-01	BURP domain containing protein, expressed
PH01001121G0130	Os11t0479100-00	pollen signalling protein with adenylyl cyclase activity, putative, expressed
PH01001121G0140	Os11t0479100-00	pollen signalling protein with adenylyl cyclase activity, putative, expressed
PH01001121G0330	Os10t0160000-01	ubiquitin carboxyl-terminal hydrolase domain containing protein, expressed
PH01001121G0340	Os11t0473200-01	ubiquitin carboxyl-terminal hydrolase 5, putative, expressed
PH01001121G0400	Os11t0473000-02	ER lumen protein retaining receptor, putative, expressed
PH01001122G0070	Os05t0163400-03	zinc finger, C3HC4 type domain containing protein, expressed
PH01001122G0120	Os05t0163100-01	PHD finger protein, putative, expressed
PH01001122G0130	Os05t0163000-01	arginyl-tRNA synthetase, putative, expressed
PH01001122G0260	Os05t0120100-01	splicing factor, arginine/serine-rich, putative, expressed
PH01001122G0330	Os05t0162200-02	expressed_protein
PH01001122G0410	Os01t0328400-01	40S ribosomal protein S27a, putative, expressed
PH01001122G0420	Os05t0160100-01	macrophage erythroblast attacher, putative, expressed
PH01001122G0430	Os01t0328700-01	dihydrolipoyl dehydrogenase, mitochondrial precursor, putative, expressed
PH01001122G0480	Os01t0329800-01	ECT protein, putative, expressed
PH01001122G0490	Os01t0329900-01	GDSL-like lipase/acylhydrolase, putative, expressed
PH01001123G0060	Os09t0370500-00	VQ domain containing protein, putative, expressed
PH01001123G0170	Os09t0370200-01	SCO1 protein homolog, mitochondrial precursor, putative, expressed
PH01001123G0180	Os09t0370000-00	expressed_protein
PH01001123G0290	Os09t0369400-01	uncharacterized glycosyl hydrolase Rv2006/MT2062, putative, expressed
PH01001123G0500	Os08t0408500-01	ethylene-responsive transcription factor, putative, expressed
PH01001124G0470	Os01t0757200-01	gibberellin 2-beta-dioxygenase, putative, expressed
PH01001125G0060	Os03t0729900-01	BSD domain containing protein, expressed
PH01001125G0210	Os07t0187400-00	lecithin cholesterol acyltransferase, putative, expressed
PH01001125G0220	Os11t0432900-01	OsSCP19 - Putative Serine Carboxypeptidase homologue, expressed
PH01001125G0270	Os03t0730400-01	OsSCP19 - Putative Serine Carboxypeptidase homologue, expressed
PH01001125G0310	Os03t0730800-01	calcium-transporting ATPase 3, endoplasmic reticulum-type, putative
PH01001125G0390	Os03t0731050-00	DNA binding protein, putative, expressed
PH01001125G0410	Os03t0731500-02	metalloendopeptidase/ metallopeptidase/ zinc ion binding protein, putative, expressed
PH01001125G0420	Os09t0314300-01	peroxin-3 family protein, putative, expressed
PH01001125G0430	Os03t0731900-01	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative, expressed
PH01001125G0500	Os03t0732100-01	homeobox domain containing protein, expressed
PH01001125G0510	Os03t0732100-01	homeobox domain containing protein, expressed
PH01001125G0580	Os01t0382400-01	SCP-like extracellular protein, expressed
PH01001126G0390	Os11t0294400-01	WW domain containing protein, expressed
PH01001126G0450	Os12t0233600-01	expressed_protein
PH01001127G0020	Os09t0453300-01	annexin, putative, expressed
PH01001127G0180	Os09t0453000-01	transmembrane protein 50A, putative, expressed
PH01001127G0210	Os09t0452900-01	galactosyltransferase, putative, expressed
PH01001127G0260	Os09t0452200-02	lysM domain-containing GPI-anchored protein precursor, putative, expressed
PH01001127G0440	Os08t0467600-00	transcription regulator, putative, expressed
PH01001127G0450	Os09t0451500-02	OsPDIL2-3 protein disulfide isomerase PDIL2-3, expressed
PH01001127G0560	Os09t0451000-01	1-aminocyclopropane-1-carboxylate oxidase 1, putative, expressed
PH01001128G0130	Os12t0586300-00	MYB family transcription factor, putative, expressed
PH01001128G0140	Os04t0561500-02	MYB family transcription factor, putative, expressed
PH01001128G0270	Os06t0125500-02	oligopeptide transporter, putative, expressed
PH01001128G0510	Os03t0610650-01	serpin domain containing protein, putative, expressed
PH01001128G0590	Os03t0619400-01	T-complex protein, putative, expressed
PH01001128G0620	Os01t0250600-01	expressed_protein
PH01001128G0680	Os08t0269000-01	DUF593 domain containing protein, expressed
PH01001129G0290	Os02t0220700-01	protein kinase domain containing protein, expressed
PH01001129G0320	Os02t0220500-01	elongation factor 1-gamma, putative, expressed
PH01001129G0540	Os02t0219900-02	integral membrane protein, putative, expressed
PH01001129G0570	Os02t0219400-01	GPI-anchor transamidase precursor, putative, expressed
PH01001131G0040	Os01t0184100-01	hsp20/alpha crystallin family protein, putative, expressed
PH01001131G0060	Os05t0182000-01	late embryogenesis abundant protein, putative, expressed
PH01001131G0080	Os05t0182100-01	chloroplast lumen common family protein, putative, expressed
PH01001131G0090	Os05t0182201-01	phosphoribosyl transferase, putative, expressed
PH01001131G0110	Os05t0182201-01	phosphoribosyl transferase, putative, expressed
PH01001131G0150	Os05t0182500-02	ubiquitin-conjugating enzyme, putative, expressed
PH01001131G0190	Os05t0182600-01	SSRP1-like FACT complex subunit, putative, expressed
PH01001131G0380	Os06t0690900-00	PPR repeat containing protein, expressed
PH01001131G0390	Os01t0746200-02	PPR repeat containing protein, expressed
PH01001131G0400	Os05t0182700-01	expressed_protein
PH01001131G0560	Os05t0183100-01	OsWRKY67 - Superfamily of TFs having WRKY and zinc finger domains, expressed
PH01001131G0620	Os01t0186700-01	AGC_AGC_other_NDRh_TRCd.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed
PH01001132G0150	Os11t0117700-01	expressed_protein
PH01001132G0230	Os12t0433133-00	PHD-finger family protein, expressed
PH01001133G0090	Os03t0719300-01	3,4-dihydroxy-2-butanone kinase, putative, expressed
PH01001133G0100	Os03t0719400-01	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001133G0130	Os03t0719500-01	expressed_protein
PH01001133G0250	Os03t0719900-04	peptide transporter PTR2, putative, expressed
PH01001133G0380	Os03t0720300-01	glutamate decarboxylase, putative, expressed
PH01001133G0580	Os03t0721200-01	HEAT repeat family protein, putative, expressed
PH01001134G0060	Os11t0153700-01	signal recognition particle 54 kDa protein, putative, expressed
PH01001134G0130	Os11t0153300-02	expressed_protein
PH01001134G0230	Os12t0152800-03	dual specificity protein phosphatase, putative, expressed
PH01001134G0460	Os06t0715000-01	expressed_protein
PH01001134G0580	Os12t0209100-01	expressed_protein
PH01001135G0080	Os03t0726200-01	Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed
PH01001135G0150	Os03t0726400-01	expressed_protein
PH01001135G0160	Os03t0726500-01	membrane protein, putative, expressed
PH01001135G0280	Os03t0726800-01	serine esterase family protein, putative, expressed
PH01001135G0290	Os03t0726900-02	fanconi anemia L, putative, expressed
PH01001135G0640	Os03t0727100-01	expressed_protein
PH01001136G0170	Os05t0191700-00	HAD superfamily phosphatase, putative, expressed
PH01001136G0290	Os08t0431200-00	HAD superfamily phosphatase, putative, expressed
PH01001136G0350	Os05t0187800-01	Der1-like family domain containing protein, expressed
PH01001136G0420	Os05t0187500-00	IQ calmodulin-binding motif family protein, expressed
PH01001136G0490	Os05t0187000-01	peptidase, T1 family, putative, expressed
PH01001137G0180	Os08t0477800-01	PWWP domain containing protein, expressed
PH01001137G0250	Os08t0478200-01	expressed_protein
PH01001137G0280	Os09t0464300-00	DNA binding protein, putative
PH01001137G0340	Os08t0478500-01	ubiquitin carboxyl-terminal hydrolase family protein, expressed
PH01001137G0460	Os09t0465400-00	mitochondrial carrier protein, putative, expressed
PH01001137G0480	Os09t0465600-01	glucose-6-phosphate isomerase, putative, expressed
PH01001137G0630	Os08t0479300-01	cyclin, putative, expressed
PH01001138G0130	Os10t0472400-01	endo-beta-N-acetylglucosaminidase, putative, expressed
PH01001138G0210	Os01t0500900-01	tyrosyl-tRNA synthetase, putative, expressed
PH01001138G0400	Os10t0471400-01	tetratricopeptide repeat domain containing protein, expressed
PH01001138G0420	Os10t0471350-01	DEAD/DEAH box helicase domain containing protein, expressed
PH01001139G0030	Os11t0637200-01	transporter family protein, putative, expressed
PH01001139G0090	Os12t0514400-01	potyvirus VPg interacting protein, putative, expressed
PH01001139G0200	Os11t0638900-01	armadillo/beta-catenin-like repeat family protein, expressed
PH01001139G0250	Os11t0640800-01	Leucine Rich Repeat family protein
PH01001139G0290	Os11t0641200-01	F-box/LRR-repeat protein 3, putative, expressed
PH01001139G0300	not found	F-box/LRR-repeat protein 3, putative, expressed
PH01001139G0310	Os11t0641300-00	F-box/LRR-repeat protein 3, putative, expressed
PH01001139G0460	Os03t0226600-01	F-box/LRR-repeat protein 3, putative, expressed
PH01001140G0400	Os02t0304800-01	PPR repeat domain containing protein, putative, expressed
PH01001140G0500	Os02t0306401-00	tyrosine aminotransferase, putative, expressed
PH01001140G0590	Os02t0306550-00	expressed_protein
PH01001141G0100	Os07t0209100-01	uncharacterized glycosyltransferase, putative, expressed
PH01001141G0110	Os07t0209000-01	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit precursor, putative, expressed
PH01001141G0170	Os07t0208900-02	transporter-related, putative, expressed
PH01001141G0250	Os07t0209800-01	transcription factor, putative, expressed
PH01001141G0260	Os07t0209800-01	transcription factor, putative, expressed
PH01001141G0390	Os05t0499600-01	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
PH01001141G0430	Os05t0500500-01	heat shock protein, putative, expressed
PH01001141G0460	Os05t0500900-01	OsGH3.4 - Probable indole-3-acetic acid-amido synthetase, expressed
PH01001141G0550	Os04t0631600-01	bHelix-loop-helix transcription factor, putative, expressed
PH01001142G0050	Os04t0475200-00	receptor-like protein kinase, putative
PH01001142G0060	Os04t0475200-00	receptor-like protein kinase, putative
PH01001142G0110	Os04t0473400-01	60S ribosomal protein L6, putative, expressed
PH01001142G0120	Os04t0472900-01	anthranilate phosphoribosyltransferase, putative, expressed
PH01001142G0170	Os04t0472700-00	expressed_protein
PH01001142G0200	Os01t0814800-01	cysteine synthase, chloroplast precursor, putative, expressed
PH01001142G0210	Os08t0126500-01	OsFBDUF22 - F-box and DUF domain containing protein, expressed
PH01001142G0220	Os04t0472500-00	receptor protein kinase CLAVATA1 precursor, putative, expressed
PH01001142G0280	Os08t0504600-01	RNA recognition motif containing protein, putative, expressed
PH01001142G0340	Os02t0588700-01	expressed_protein
PH01001142G0610	Os04t0471700-00	OsWRKY30 - Superfamily of TFs having WRKY and zinc finger domains, expressed
PH01001143G0020	Os05t0368300-01	40S ribosomal protein S4, putative, expressed
PH01001143G0180	Os05t0367100-01	expressed_protein
PH01001143G0250	Os05t0366600-01	Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
PH01001143G0550	Os09t0423400-02	Os5bglu20 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
PH01001143G0650	Os05t0364500-01	chaperone protein dnaJ 49, putative, expressed
PH01001144G0090	Os06t0562300-00	homeobox domain containing protein, expressed
PH01001144G0260	Os06t0562600-01	T-complex protein, putative, expressed
PH01001145G0360	Os09t0378300-01	leucyl-tRNA synthetase, cytoplasmic, putative, expressed
PH01001145G0370	Os12t0166500-01	nucleolar protein family 6, putative, expressed
PH01001145G0450	Os11t0573200-01	zinc knuckle domain containing protein, expressed
PH01001146G0220	Os06t0602600-01	protein of unknown function domain containing protein, expressed
PH01001146G0230	Os06t0602700-00	mitochondrial carrier protein, putative, expressed
PH01001146G0270	Os05t0104100-02	expressed_protein
PH01001146G0350	Os12t0639700-01	glycosyltransferase family protein, putative, expressed
PH01001146G0360	Os06t0602900-01	NADP-dependent oxidoreductase, putative, expressed
PH01001146G0480	Os06t0602900-01	NADP-dependent oxidoreductase, putative, expressed
PH01001146G0490	Os06t0602900-01	NADP-dependent oxidoreductase, putative, expressed
PH01001147G0240	Os05t0422300-01	zinc finger, C3HC4 type family protein, expressed
PH01001148G0310	Os02t0694700-01	ara54-like RING finger protein, putative, expressed
PH01001148G0360	Os02t0694201-01	GCN5-related N-acetyltransferase, putative, expressed
PH01001148G0410	Os02t0694100-01	OsFBD8 - F-box and FBD domain containing protein, expressed
PH01001148G0510	Os02t0693500-01	SNARE associated Golgi protein, putative, expressed
PH01001148G0600	Os02t0795000-01	ubiquitin carboxyl-terminal hydrolase domain containing protein, expressed
PH01001149G0270	Os09t0110400-03	DNA-directed RNA polymerase subunit, putative, expressed
PH01001149G0310	Os09t0110300-02	cyclase family protein, putative, expressed
PH01001149G0380	Os09t0110200-01	PPR repeat containing protein, putative, expressed
PH01001149G0520	Os09t0109800-02	Citrate transporter protein, putative, expressed
PH01001150G0090	Os01t0850000-01	expressed_protein
PH01001151G0280	Os04t0647300-01	ubiquitin carboxyl-terminal hydrolase domain containing protein, expressed
PH01001151G0340	Os04t0645600-01	thiamine-repressible mitochondrial transport protein THI74, putative, expressed
PH01001151G0350	Os04t0645500-01	expressed_protein
PH01001151G0360	Os04t0645200-01	VQ domain containing protein, putative, expressed
PH01001151G0370	Os04t0645100-01	tetratricopeptide repeat domain containing protein, putative, expressed
PH01001151G0400	Os07t0409100-01	C2 domain containing protein, expressed
PH01001151G0610	Os04t0644675-00	SPOC domain containing protein, putative, expressed
PH01001151G0630	Os04t0647900-01	Cf-4A protein, putative, expressed
PH01001152G0320	Os10t0159800-01	dehydrogenase, putative, expressed
PH01001152G0430	Os10t0160000-01	ubiquitin carboxyl-terminal hydrolase 5, putative, expressed
PH01001153G0030	Os07t0685500-01	hydrolase, alpha/beta fold family domain containing protein, expressed
PH01001153G0050	Os07t0685300-01	Myb transcription factor, putative, expressed
PH01001153G0100	Os07t0684100-01	thioredoxin, putative, expressed
PH01001153G0140	Os03t0327100-01	no apical meristem protein, putative, expressed
PH01001153G0180	Os07t0683900-02	stress responsive protein, putative, expressed
PH01001153G0210	Os07t0683600-00	stress responsive protein, putative, expressed
PH01001153G0250	Os03t0327800-01	no apical meristem protein, putative, expressed
PH01001153G0270	Os07t0682800-01	nucleoside-triphosphatase, putative, expressed
PH01001153G0300	Os07t0682700-01	expressed_protein
PH01001153G0580	Os07t0682400-03	RNA-binding zinc finger protein, putative, expressed
PH01001154G0030	Os12t0597000-01	calcineurin B, putative, expressed
PH01001154G0060	Os01t0775300-01	MATH domain containing protein, expressed
PH01001154G0070	Os12t0606100-00	Spc97 / Spc98 family protein, putative, expressed
PH01001154G0200	Os12t0597700-01	WRKY transcription factor, putative, expressed
PH01001154G0250	Os12t0599700-01	pectinesterase inhibitor domain containing protein, putative
PH01001154G0290	Os12t0600100-01	ankyrin repeat domain-containing protein 44, putative, expressed
PH01001154G0310	Os12t0600100-01	ankyrin repeat domain-containing protein 44, putative, expressed
PH01001154G0390	Os12t0600200-03	zinc finger, C3HC4 type domain containing protein, expressed
PH01001154G0580	Os12t0601200-01	phosphoribulokinase/Uridine kinase family protein, expressed
